경마장,경주일,경주번호,경주거리,마번,경주마,프로그램최종예상순위,프로그램예상순위1,프로그램최근8경주기준예상순위,dark_score,복병코멘트
부산,20240225,6,1800,3,윈드위너,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240225,2,1300,7,더자이언트,5,8,5,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20240225,5,1200,12,나올대왕,8,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240225,7,1400,2,은파사랑,8,7,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240225,8,1400,11,브라이트위너,7,7,9,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240225,10,1800,10,정상제트,7,4,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240301,1,1300,10,앨리스마린,8,6,9,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240301,2,1400,6,하이퍼포스,9,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240301,3,1200,10,그린불도저,6,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240301,5,1800,10,커널플라잉,8,11,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240301,6,1600,10,원더풀오션,8,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240301,8,1400,9,서던킹,4,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240302,3,1400,7,배다리향기,4,8,4,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240302,4,1200,9,글로벌찬가,5,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240302,8,1400,5,피엔에스빌,10,8,10,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240302,10,1400,11,대완구,8,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240303,4,1300,3,플라잉에이스,4,8,4,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240303,5,1800,5,해피째즈,10,9,11,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240303,3,1400,8,월드킹맨,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240303,6,1700,1,내길의퀸,5,10,5,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240303,11,1200,7,라온더제트,8,9,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240308,4,1300,7,아이엠레전드,12,12,12,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240308,6,1800,9,비케이헌터,7,12,11,27.5,약함 27.5점 · 폼/연대OK/기수/조교OK
부산,20240308,8,1400,4,오르다,10,10,10,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240309,2,1300,3,초강불패,5,8,5,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20240309,3,1400,2,검의전설,6,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240309,4,1200,3,아로마,10,10,10,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240309,6,1700,3,새로운빛깔,7,9,11,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240309,8,1400,11,아너로즈,5,4,5,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
부산,20240310,1,1300,3,월드엔젤캣,10,11,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240310,3,1200,9,에브리킹이지,9,8,10,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240310,4,1400,5,닥터리치,5,2,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240310,5,1200,1,닥터시저,11,11,9,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240310,2,1300,2,그린비바체,10,10,11,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
서울,20240310,3,1400,1,젤로스,9,9,9,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240310,4,1400,2,원평타운,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240310,8,1400,11,천지광풍,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240310,9,1200,7,에이스군주,7,4,8,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240310,10,1800,3,벌말대장,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240315,3,1300,4,스토미데이,4,5,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240315,5,1400,2,알파하트,5,11,5,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240315,7,1800,11,원더풀앤도버,9,7,9,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240315,8,1600,4,황우머니,10,7,10,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240316,1,1400,9,서부챔프,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240316,4,1700,4,코스모킹,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240316,6,1300,10,터치참,9,8,11,52.5,복병주의 52.5점 · 구간강점/평가불일치/폼/연대OK
서울,20240316,8,1200,8,스피어골드,7,6,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240317,2,1400,5,스카이질주,8,10,6,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240317,3,1800,1,석세스플라잉,4,2,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240317,5,1600,8,디아블로퀸,7,4,8,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240317,4,1300,11,포에이스,10,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240317,5,1400,4,세인트루카,9,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240317,8,1800,6,금성맨,5,3,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240317,11,1400,6,서울탱크,5,3,6,52.5,복병주의 52.5점 · 구간강점/평가불일치/폼/연대OK
부산,20240322,4,1600,7,날라,5,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240322,5,1200,7,무비모어,8,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240322,6,1400,5,함평맨,8,6,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240322,7,1200,5,랩베르사,7,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240322,8,1800,9,제타드림,8,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240323,4,1400,7,용비수,7,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240323,6,1300,7,강한누리,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240323,7,1400,8,다운더존,10,9,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240323,8,1400,8,베트캡틴,6,11,7,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240323,9,1200,8,마이티숀,7,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240323,10,1800,11,불의날개,9,9,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240323,11,1800,4,장산몬스터,10,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240324,3,1400,1,퀸오브조이,5,12,5,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20240324,6,2000,9,비제이치프,8,11,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240324,3,1400,3,베스트토르,5,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240324,4,1400,7,유레카,9,9,10,27.5,약함 27.5점 · 폼/연대OK/체중/부담안정
서울,20240324,7,1800,8,옐로우캣,8,7,9,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240324,9,1800,10,데블케이,8,8,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240324,11,1400,3,퓨리오사,5,4,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240329,2,1400,7,블랙이글,8,10,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240329,3,1600,4,트릭스터,7,6,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240329,4,1200,10,세광최강,8,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240329,5,1300,11,라온바이브맨,6,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240329,6,1800,11,비케이헌터,9,11,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240329,7,1400,6,태왕신기,8,7,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240330,1,1200,4,청해제일,4,5,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240330,2,1300,6,피엔에스카,6,9,4,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240330,7,1400,9,네모스피릿,5,3,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240330,10,1200,6,울트라킹,10,11,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240331,2,1300,4,차밍에이스,5,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240331,5,1600,15,뱅뱅뱅,10,9,9,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240331,6,2000,10,판타스틱맨,7,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240331,8,1400,9,피어리스,9,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240331,10,1800,4,탑퀄리티,6,5,9,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240331,11,1200,11,바이스로이,4,7,4,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20240405,1,1300,9,매직어게인,4,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240405,2,1400,9,스카이아치,5,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240405,3,1600,5,스타파크,5,3,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240405,4,1200,8,최강무지개,10,6,11,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240405,5,1800,5,영광의클래스,6,8,6,40.0,복병주의 40.0점 · 폼/연대OK/체중/부담안정/기수/조교OK
부산,20240405,8,1400,6,금아인피니티,8,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240406,3,1400,4,하이본미,7,6,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240406,4,1300,8,메니샤크,11,11,11,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240406,5,1200,9,민트플레이,10,9,9,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240406,6,1200,5,성실공주핑크,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240406,8,1600,8,태양타고,8,6,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240406,10,1800,2,만세,4,2,4,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240407,5,1600,12,석세스백파,6,9,6,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240407,2,1400,5,플라잉럭키,4,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240407,4,1200,8,스마트삭스,9,6,10,35.0,약함 35.0점 · 평가불일치/폼/연대OK/체중/부담안정
서울,20240407,6,1300,10,선더플래시,4,6,4,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240407,9,1200,5,거센돌풍,5,3,6,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20240407,11,1800,7,발베니,8,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240412,6,1600,11,러프트레이서,6,9,5,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240412,7,1800,1,컴온퍼스트,5,3,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240412,8,1400,7,스카이모어,7,6,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240413,2,1300,7,대명장,6,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240413,3,1300,8,피엔에스날라,5,5,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240413,5,1200,1,퍼스트슈,10,10,11,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240413,9,1800,7,비전파워,7,6,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240413,11,1400,1,와일드삭스,9,5,9,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240414,3,1200,6,금아데프트,7,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240414,4,1600,8,갤런트워리어,7,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240414,6,1800,12,운주스타,7,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240414,8,1200,8,블랙모션,11,8,8,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240414,10,1400,11,올포유어드림,9,11,11,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240419,5,1300,5,플렉스데이,9,9,12,42.5,복병주의 42.5점 · 평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240419,6,1200,12,마이멜로디,12,11,10,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240419,8,1800,3,그래핀킹,8,5,10,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240420,2,1300,5,위즈러버,6,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240420,3,1200,6,스마트삭스,8,9,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240420,8,1600,7,티즈인디,7,10,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240420,10,1300,3,비야리카,8,4,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240421,1,1300,5,벌교사랑,6,7,5,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
부산,20240421,2,1200,3,화랑에이스,6,8,12,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240421,3,1400,6,레드재스퍼,9,11,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240421,4,1600,12,코너원,6,9,4,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240421,4,1300,1,호명퀸,8,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240421,5,1200,5,걸작으뜸,7,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240421,6,1700,10,스타러시,7,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240421,9,1300,3,메이킹스토리,6,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240421,11,1200,8,원더풀위크,8,9,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240426,1,1200,8,채스퀸,4,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240426,3,1600,2,스토미데이,5,4,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240426,7,1400,10,판타스틱우먼,7,4,8,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
